,ID,year,month,location,no2,o3,co,so2,pm10,pm2.5,address,Y,pop_men<10s,pop_men10s,pop_men20s,pop_men30s,pop_men40s,pop_men50s,pop_men60s,pop_men>70s,pop_women<10s,pop_women10s,pop_women20s,pop_women30s,pop_women40s,pop_women50s,pop_women60s,pop_women>70s,x,y,height,road,tree,building,river,car_sedan,car_van,car_twowheels,car_special,car_truck,gu,tax,rain_count,total_rain
1792,1793,2022,4,종로,0.023966667,0.0358,0.493333333,0.0034,46.16666667,21.26666667,서울 종로구 종로 169 (종묘주차장 앞),2,272.25 ,154.41 ,486.94 ,438.46 ,455.86 ,478.62 ,355.44 ,504.52 ,252.28 ,151.00 ,647.66 ,403.92 ,418.01 ,423.52 ,378.63 ,798.93 ,37.57091931,126.9965554,21,1,1,1,0,41895,3561,13044,241,5059,종로구,1330953.04,10,35.5
1793,1794,2022,4,종로구,0.019633333,0.044066667,0.443333333,0.0033,43.43333333,22.1,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2,272.25 ,154.41 ,486.94 ,438.46 ,455.86 ,478.62 ,355.44 ,504.52 ,252.28 ,151.00 ,647.66 ,403.92 ,418.01 ,423.52 ,378.63 ,798.93 ,37.57206117,127.0050313,20,0,0,1,0,41895,3561,13044,241,5059,종로구,1330953.04,10,35.5
1794,1795,2022,4,중구,0.022266667,0.044133333,0.416666667,0.003633333,38.13333333,22.16666667,서울 중구 덕수궁길 15 시청서소문별관 3동,2,287.64 ,126.11 ,429.05 ,570.99 ,585.87 ,484.98 ,338.07 ,465.52 ,265.32 ,113.29 ,573.27 ,587.41 ,497.67 ,414.84 ,388.63 ,729.97 ,37.56455419,126.9756136,31,1,0,1,0,49565,2929,14255,240,7010,중구,2077956.54,11,38.5
1795,1796,2022,4,중랑구,0.019933333,0.043933333,0.376666667,0.003066667,43.36666667,20.46666667,서울 중랑구 용마산로 369 건강가정지원센터,2,801.23 ,393.75 ,638.05 ,843.87 ,896.92 ,852.91 ,761.87 ,1108.88 ,740.27 ,356.30 ,769.26 ,909.24 ,847.18 ,945.95 ,943.05 ,1734.61 ,37.58491272,127.0940363,37,1,0,1,0,95601,4133,25201,518,14847,중랑구,390557.34,6,27.5
1796,1797,2022,4,청계천로,0.025633333,0.038166667,0.493333333,0.0035,46.93333333,23.46666667,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),2,287.64 ,126.11 ,429.05 ,570.99 ,585.87 ,484.98 ,338.07 ,465.52 ,265.32 ,113.29 ,573.27 ,587.41 ,497.67 ,414.84 ,388.63 ,729.97 ,37.56863811,126.9981855,19,1,0,1,0,49565,2929,14255,240,7010,중구,2077956.54,11,38.5
1797,1798,2022,4,항동,0.019533333,0.034666667,0.513333333,0.002833333,42.93333333,19.3,서울 구로구 연동로 240 (푸른수목원 내),2,921.59 ,408.26 ,655.92 ,1151.06 ,1137.92 ,984.63 ,803.77 ,1077.44 ,910.51 ,396.53 ,846.73 ,1079.81 ,958.09 ,920.39 ,905.70 ,1593.68 ,37.48196844,126.8236695,24,1,1,1,0,123365,5293,15047,437,16943,구로구,695321.22,3,14.5
1798,1799,2022,4,행주,0.017633333,0.0385,0.383333333,0.0022,46.56666667,19.86666667,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),2,1107.00 ,1309.00 ,1581.00 ,2079.00 ,2713.00 ,2695.00 ,2366.00 ,1456.00 ,1056.00 ,1225.00 ,1294.00 ,1716.00 ,2109.00 ,2250.00 ,2210.00 ,1930.00 ,37.60908701,126.7863203,19,0,1,0,1,0,0,0,0,0,고촌읍,,,
1799,1800,2022,4,홍릉로,0.028366667,0.034,0.476666667,0.003366667,48.36666667,24.53333333,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),2,738.70 ,369.80 ,1105.52 ,800.59 ,887.14 ,810.55 ,673.42 ,1071.41 ,713.16 ,360.03 ,1568.22 ,829.54 ,826.91 ,798.86 ,776.33 ,1686.96 ,37.58045291,127.0443683,14,0,0,1,0,82966,3148,24153,239,12250,동대문구,535952.2,12,40
1800,1801,2022,4,화랑로,0.034466667,0.033733333,0.44,0.002966667,42.3,22.2,서울 노원구 화랑로 429 태능입구역 8번 출구,2,1056.29 ,696.32 ,956.14 ,796.85 ,945.72 ,1023.99 ,824.72 ,1256.81 ,1015.34 ,649.85 ,1051.08 ,899.47 ,1069.30 ,1193.71 ,1041.28 ,2154.54 ,37.6177942,127.0751588,19,1,0,1,0,134537,4758,15358,468,12612,노원구,467794.46,7,30
1801,1802,2022,5,강남구,0.016387097,0.051612903,0.348387097,0.003290323,31.12903226,16.06451613,서울 강남구 학동로 426 강남구청 별관 1동,2,1228.99 ,789.10 ,771.60 ,1119.83 ,1417.02 ,1203.65 ,656.50 ,1012.06 ,1090.65 ,681.87 ,986.71 ,1192.03 ,1416.76 ,1022.64 ,796.46 ,1580.16 ,37.51796816,127.0470598,29,1,0,1,0,225010,4885,16079,444,15441,강남구,4870050.5,10,29
1802,1803,2022,5,강남대로,0.030419355,0.034741935,0.503225806,0.002225806,39.35483871,17.74193548,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),2,1173.13 ,640.55 ,730.23 ,909.04 ,1195.04 ,1048.72 ,622.02 ,955.74 ,1102.51 ,603.50 ,823.92 ,980.07 ,1234.41 ,943.21 ,734.38 ,1468.09 ,37.48182784,127.0359572,28,1,1,1,0,156107,4113,11758,418,15885,서초구,2611032.78,6,18
1803,1804,2022,5,강동구,0.014419355,0.044129032,0.322580645,0.002580645,32,16,서울 강동구 구천면로 42길 59 천호1동 주민센터,2,1105.03 ,623.75 ,663.29 ,918.03 ,1125.47 ,961.68 ,835.13 ,1201.58 ,977.83 ,535.86 ,781.43 ,1012.57 ,1172.82 ,1052.27 ,1048.63 ,1868.55 ,37.54500381,127.1368198,27,0,0,1,0,132265,4417,17712,406,14983,강동구,752477.98,6,16.5
1804,1805,2022,5,강변북로,0.032677419,0.031516129,0.54516129,0.003129032,38.80645161,16.93548387,서울 성동구 강변북로 257 한강사업본부 옆,2,677.08 ,278.38 ,935.20 ,811.74 ,824.77 ,666.09 ,528.08 ,714.59 ,616.41 ,267.66 ,1190.32 ,880.97 ,774.16 ,689.25 ,617.17 ,1175.71 ,37.53896166,127.0416039,16,1,1,1,1,91851,3050,17307,284,10863,성동구,894247.01,6,11
1805,1806,2022,5,강북구,0.010709677,0.051709677,0.329032258,0.002419355,34.35483871,17.77419355,서울 강북구 삼양로 139길 49 우이동 주민센터,2,727.79 ,399.21 ,713.85 ,704.53 ,833.43 ,877.24 ,730.79 ,1328.71 ,685.60 ,377.32 ,955.30 ,728.17 ,799.61 ,981.34 ,928.40 ,2158.91 ,37.64793425,127.0118697,43,0,1,1,0,62932,3255,17887,215,8659,강북구,289940.26,3,5.5
1806,1807,2022,5,강서구,0.015580645,0.050516129,0.383870968,0.003096774,35.58064516,16.35483871,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,2,1120.36 ,507.57 ,648.80 ,1201.18 ,1181.27 ,890.85 ,761.13 ,1145.31 ,1049.08 ,461.21 ,886.29 ,1295.30 ,1122.53 ,907.93 ,936.77 ,1813.32 ,37.54466973,126.8351791,20,0,0,1,0,178686,6257,18326,612,21292,강서구,1016439.14,6,10
1807,1808,2022,5,공항대로,0.024419355,0.042548387,0.370967742,0.003064516,38.74193548,18.5483871,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,2,1120.36 ,507.57 ,648.80 ,1201.18 ,1181.27 ,890.85 ,761.13 ,1145.31 ,1049.08 ,461.21 ,886.29 ,1295.30 ,1122.53 ,907.93 ,936.77 ,1813.32 ,37.55964945,126.8287913,9,1,0,1,0,178686,6257,18326,612,21292,강서구,1016439.14,6,10
1808,1809,2022,5,관악구,0.015548387,0.049387097,0.4,0.003064516,32.77419355,16.67741935,서울 관악구 신림동길 14 신림동 주민센터,2,582.13 ,288.95 ,1059.22 ,1396.32 ,949.75 ,791.93 ,584.76 ,967.14 ,589.82 ,285.25 ,1362.52 ,1150.72 ,799.00 ,748.45 ,718.92 ,1458.03 ,37.487396,126.9271139,20,0,0,1,0,102370,3861,21602,330,11735,관악구,473021.41,6,15.5
1809,1810,2022,5,관악산,0.006967742,0.063516129,0.461290323,0.002580645,32.96774194,16.48387097,과천시 자하동길 64 (관악산 중계소),2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,37.44112664,126.9644471,588,0,1,0,0,0,0,0,0,0,관악구,473021.41,6,15.5
1810,1811,2022,5,광진구,0.014193548,0.045322581,0.296774194,0.002967742,32.22580645,16.32258065,서울 광진구 광나루로 571 구의 아리수정수센터,2,737.76 ,396.53 ,835.13 ,984.27 ,931.76 ,886.53 ,679.77 ,919.17 ,766.00 ,423.17 ,1081.85 ,1069.29 ,963.06 ,910.71 ,818.97 ,1431.38 ,37.54594731,127.0929507,40,0,1,1,0,83771,2884,18994,354,12221,광진구,585258.72,3,7.5
1811,1812,2022,5,구로구,0.014322581,0.049258065,0.35483871,0.002516129,38.77419355,16.25806452,서울 구로구 가마산로 27길 45 구로고등학교,2,936.93 ,414.47 ,657.70 ,1152.63 ,1133.07 ,990.42 ,809.92 ,1089.35 ,914.57 ,397.85 ,840.00 ,1081.19 ,961.50 ,936.36 ,921.67 ,1627.56 ,37.49884008,126.8903092,10,0,0,1,0,123340,5267,15079,435,16936,구로구,695321.22,4,12
1812,1813,2022,5,금천구,0.018,0.050225806,0.348387097,0.003354839,29.87096774,14.90322581,서울 금천구 금하로21길 20 시흥5동 주민센터,2,575.64 ,275.40 ,512.32 ,846.40 ,765.04 ,738.80 ,629.74 ,851.60 ,557.03 ,277.85 ,587.84 ,802.11 ,663.92 ,719.39 ,712.06 ,1258.74 ,37.45233457,126.9080537,25,0,0,1,0,73681,3585,11480,268,13229,금천구,591185.18,6,13.5
1813,1814,2022,5,노원구,0.013870968,0.051258065,0.374193548,0.002677419,33.06451613,18.87096774,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),2,1061.49 ,700.21 ,969.27 ,800.08 ,953.89 ,1037.32 ,833.50 ,1278.10 ,1018.59 ,650.79 ,1055.56 ,901.41 ,1071.02 ,1204.58 ,1057.15 ,2202.93 ,37.65748313,127.0678641,30,0,0,1,0,134583,4739,15359,470,12622,노원구,467794.46,7,10.5
1814,1815,2022,5,도봉구,0.011548387,0.053,0.483870968,0.003322581,32.03225806,16.03225806,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,2,742.87 ,410.50 ,631.52 ,604.04 ,723.26 ,732.59 ,711.86 ,1116.44 ,657.34 ,363.40 ,696.71 ,661.73 ,706.46 ,866.98 ,866.31 ,1756.66 ,37.6542176,127.0290801,67,0,1,0,0,81527,3335,13792,316,10553,도봉구,296879.29,4,6
1815,1816,2022,5,도산대로,0.021,0.043290323,0.461290323,0.003,39.61290323,18.61290323,서울 강남구 도산대로 104 신사역2번출구 앞,2,1228.99 ,789.10 ,771.60 ,1119.83 ,1417.02 ,1203.65 ,656.50 ,1012.06 ,1090.65 ,681.87 ,986.71 ,1192.03 ,1416.76 ,1022.64 ,796.46 ,1580.16 ,37.51607746,127.0203412,24,1,0,1,0,225010,4885,16079,444,15441,강남구,4870050.5,10,29
1816,1817,2022,5,동대문구,0.015387097,0.05383871,0.329032258,0.002677419,34.5483871,16.03225806,서울 동대문구 천호대로13길 43 용두초등학교,2,761.61 ,380.94 ,1115.38 ,798.64 ,890.13 ,820.32 ,683.86 ,1084.38 ,729.90 ,368.61 ,1610.90 ,832.98 ,834.85 ,803.11 ,780.81 ,1712.55 ,37.57640498,127.028382,18,1,0,1,0,83059,3152,24159,237,12271,동대문구,535952.2,6,10.5
1817,1818,2022,5,동작구,0.013483871,0.050935484,0.322580645,0.002612903,32.32258065,18.70967742,서울 동작구 사당로16아길 6 사당4동 주민센터,2,891.29 ,418.59 ,973.52 ,1036.15 ,956.59 ,897.13 ,664.37 ,1093.41 ,850.29 ,392.51 ,1212.62 ,1061.82 ,960.25 ,889.62 ,882.23 ,1747.15 ,37.48097575,126.9716337,26,0,0,1,0,95107,2766,15582,363,8230,동작구,560523.28,7,15
1818,1819,2022,5,동작대로,0.029096774,0.041774194,0.461290323,0.002870968,38.96774194,17.61290323,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,2,891.29 ,418.59 ,973.52 ,1036.15 ,956.59 ,897.13 ,664.37 ,1093.41 ,850.29 ,392.51 ,1212.62 ,1061.82 ,960.25 ,889.62 ,882.23 ,1747.15 ,37.48945977,126.9824745,12,1,0,1,0,95107,2766,15582,363,8230,동작구,560523.28,7,15
1819,1820,2022,5,마포구,0.016741935,0.049935484,0.329032258,0.002870968,32.12903226,15,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,2,862.98 ,490.67 ,1061.43 ,1119.64 ,1135.99 ,935.01 ,598.07 ,867.70 ,824.19 ,465.43 ,1533.50 ,1265.39 ,1160.89 ,938.23 ,709.53 ,1493.63 ,37.55558837,126.9055913,8,0,0,1,0,105625,3551,17624,385,11916,마포구,1014426.64,6,12
1820,1821,2022,5,마포아트센터,0.016064516,0.060806452,0.35483871,0.002354839,34.93548387,14.58064516,서울 마포구 대흥로20길 28 (마포아트센터),2,862.98 ,490.67 ,1061.43 ,1119.64 ,1135.99 ,935.01 ,598.07 ,867.70 ,824.19 ,465.43 ,1533.50 ,1265.39 ,1160.89 ,938.23 ,709.53 ,1493.63 ,37.54990609,126.9455338,17,1,0,1,0,105625,3551,17624,385,11916,마포구,1014426.64,6,12
1821,1822,2022,5,서울숲,0.015903226,0.047870968,0.406451613,0.002612903,44.19354839,14.83870968,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),2,677.08 ,278.38 ,935.20 ,811.74 ,824.77 ,666.09 ,528.08 ,714.59 ,616.41 ,267.66 ,1190.32 ,880.97 ,774.16 ,689.25 ,617.17 ,1175.71 ,37.54307015,127.0417991,12,0,1,0,0,91851,3050,17307,284,10863,성동구,894247.01,6,11
1822,1823,2022,5,성동구,0.018290323,0.051032258,0.325806452,0.003419355,35.29032258,16.06451613,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,2,677.08 ,278.38 ,935.20 ,811.74 ,824.77 ,666.09 ,528.08 ,714.59 ,616.41 ,267.66 ,1190.32 ,880.97 ,774.16 ,689.25 ,617.17 ,1175.71 ,37.54203238,127.0496885,11,0,0,1,0,91851,3050,17307,284,10863,성동구,894247.01,6,11
1823,1824,2022,5,성북구,0.017645161,0.044354839,0.380645161,0.002548387,38.74193548,17.51612903,서울 성북구 삼양로2길 70 길음2동 주민센터,2,865.39 ,483.35 ,888.09 ,670.47 ,778.74 ,808.01 ,600.63 ,958.62 ,781.90 ,428.06 ,1210.32 ,731.20 ,824.18 ,849.59 ,730.82 ,1625.39 ,37.60681328,127.0272803,34,1,0,1,0,107015,4401,24092,267,10739,성북구,537021.78,6,12.5
1824,1825,2022,5,세곡,0.017741935,0.042806452,0.361290323,0.002516129,36.96774194,16.80645161,서울 강남구 밤고개로 337 (세곡사거리),2,1228.99 ,789.10 ,771.60 ,1119.83 ,1417.02 ,1203.65 ,656.50 ,1012.06 ,1090.65 ,681.87 ,986.71 ,1192.03 ,1416.76 ,1022.64 ,796.46 ,1580.16 ,37.46408289,127.1090843,23,1,0,0,0,225010,4885,16079,444,15441,강남구,4870050.5,10,29
1825,1826,2022,5,송파구,0.017903226,0.045193548,0.390322581,0.002774194,35.83870968,17.4516129,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),2,1308.96 ,667.09 ,684.62 ,1055.47 ,1245.16 ,1004.78 ,775.80 ,1072.93 ,1200.26 ,624.53 ,851.53 ,1197.08 ,1274.17 ,1068.19 ,983.22 ,1631.29 ,37.50272901,127.0925211,14,1,0,1,0,212147,6292,20049,678,30345,송파구,1853951.27,6,17.5
1826,1827,2022,5,시흥대로,0.02916129,0.039709677,0.390322581,0.003096774,36.4516129,18.83870968,서울 금천구 독산동 996-9 한양수자인아파트 앞,2,575.64 ,275.40 ,512.32 ,846.40 ,765.04 ,738.80 ,629.74 ,851.60 ,557.03 ,277.85 ,587.84 ,802.11 ,663.92 ,719.39 ,712.06 ,1258.74 ,37.47496364,126.8986765,26,1,0,1,0,73681,3585,11480,268,13229,금천구,591185.18,6,13.5
1827,1828,2022,5,신촌로,0.031741935,0.038129032,0.516129032,0.00316129,40.70967742,18.61290323,서울 마포구 노고산동 57-62 (신촌역 7번 출구),2,862.98 ,490.67 ,1061.43 ,1119.64 ,1135.99 ,935.01 ,598.07 ,867.70 ,824.19 ,465.43 ,1533.50 ,1265.39 ,1160.89 ,938.23 ,709.53 ,1493.63 ,37.55517177,126.9361424,18,1,0,1,0,105625,3551,17624,385,11916,마포구,1014426.64,6,12
1828,1829,2022,5,양천구,0.014322581,0.046870968,0.364516129,0.002419355,31.22580645,16.48387097,서울 양천구 중앙로52길 56 신정4동 문화센터,2,972.90 ,651.61 ,505.64 ,668.35 ,835.88 ,821.25 ,616.73 ,870.93 ,862.72 ,571.68 ,620.37 ,753.54 ,960.21 ,854.62 ,754.07 ,1376.87 ,37.52597518,126.8566021,13,0,0,1,0,131786,4309,13102,698,14582,양천구,624155.55,6,12.5
1829,1830,2022,5,영등포로,0.028032258,0.038903226,0.451612903,0.003064516,35.12903226,17.16129032,서울 영등포구 영중로 37 (영등포시장사거리),2,770.63 ,344.90 ,680.40 ,1242.39 ,1085.93 ,892.64 ,656.33 ,932.94 ,771.64 ,326.95 ,878.05 ,1207.45 ,930.93 ,804.41 ,758.13 ,1384.44 ,37.51948008,126.9047117,9,1,0,1,0,120897,4398,15822,1202,19079,영등포구,1967085.24,6,12
1830,1831,2022,5,올림픽공원,0.01416129,0.047354839,0.358064516,0.002935484,32.96774194,18.51612903,서울 송파구 올림픽로 424 (서울역사편찬원),2,1308.96 ,667.09 ,684.62 ,1055.47 ,1245.16 ,1004.78 ,775.80 ,1072.93 ,1200.26 ,624.53 ,851.53 ,1197.08 ,1274.17 ,1068.19 ,983.22 ,1631.29 ,37.5203397,127.1155179,17,1,0,1,0,212147,6292,20049,678,30345,송파구,1853951.27,6,17.5
1831,1832,2022,5,용산구,0.016451613,0.052741935,0.348387097,0.003322581,34.90322581,19.09677419,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,2,484.15 ,235.42 ,532.26 ,777.87 ,744.24 ,628.72 ,428.50 ,595.06 ,451.43 ,218.49 ,664.94 ,822.97 ,684.41 ,591.27 ,503.75 ,1012.22 ,37.53485709,127.0002687,49,0,0,1,0,66575,2149,15823,149,6490,용산구,1239146.6,6,13
1832,1833,2022,5,은평구,0.013483871,0.048903226,0.380645161,0.002806452,37.61290323,21.64516129,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),2,1056.78 ,585.50 ,743.11 ,909.90 ,1092.50 ,1014.91 ,828.72 ,1259.02 ,958.97 ,533.22 ,931.49 ,1062.35 ,1138.16 ,1133.85 ,1046.01 ,2191.22 ,37.60987179,126.9343249,33,1,1,0,0,117008,4356,19538,355,12450,은평구,475273.05,9,15
1833,1834,2022,5,정릉로,0.032,0.038516129,0.393548387,0.002580645,36.70967742,19.03225806,서울 성북구 돈암동 8-164번지,2,865.39 ,483.35 ,888.09 ,670.47 ,778.74 ,808.01 ,600.63 ,958.62 ,781.90 ,428.06 ,1210.32 ,731.20 ,824.18 ,849.59 ,730.82 ,1625.39 ,37.60352172,127.0259508,34,1,0,1,0,107015,4401,24092,267,10739,성북구,537021.78,6,12.5
1834,1835,2022,5,종로구,0.015096774,0.050870968,0.409677419,0.00316129,32.09677419,17.25806452,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2,288.91 ,160.41 ,516.69 ,458.23 ,468.79 ,489.95 ,365.24 ,519.02 ,266.07 ,158.76 ,699.31 ,421.03 ,428.41 ,434.44 ,388.67 ,826.62 ,37.57206117,127.0050313,20,0,0,1,0,41789,3540,13017,252,5028,종로구,1330953.04,6,9
1835,1836,2022,5,중구,0.017580645,0.049645161,0.374193548,0.003322581,28.06451613,17.32258065,서울 중구 덕수궁길 15 시청서소문별관 3동,2,313.29 ,136.07 ,440.80 ,573.73 ,586.53 ,495.77 ,345.69 ,482.18 ,291.39 ,124.80 ,594.11 ,584.95 ,507.75 ,421.84 ,395.89 ,751.05 ,37.56455419,126.9756136,31,1,0,1,0,49255,2911,14264,246,7001,중구,2077956.54,7,37
1836,1837,2022,5,중랑구,0.015290323,0.050193548,0.338709677,0.002935484,33.74193548,16.16129032,서울 중랑구 용마산로 369 건강가정지원센터,2,806.35 ,395.64 ,646.21 ,857.23 ,906.99 ,861.59 ,771.15 ,1129.45 ,757.69 ,364.58 ,769.61 ,919.41 ,848.47 ,957.36 ,954.75 ,1779.07 ,37.58491272,127.0940363,37,1,0,1,0,95778,4128,25259,522,14853,중랑구,390557.34,6,11
1837,1838,2022,5,천호대로,0.025870968,0.041193548,0.387096774,0.002903226,39.38709677,16.19354839,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),2,1105.03 ,623.75 ,663.29 ,918.03 ,1125.47 ,961.68 ,835.13 ,1201.58 ,977.83 ,535.86 ,781.43 ,1012.57 ,1172.82 ,1052.27 ,1048.63 ,1868.55 ,37.53415608,127.1393358,20,1,0,1,0,132265,4417,17712,406,14983,강동구,752477.98,6,16.5
1838,1839,2022,5,청계천로,0.021032258,0.042,0.441935484,0.003290323,36.16129032,18.38709677,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),2,313.29 ,136.07 ,440.80 ,573.73 ,586.53 ,495.77 ,345.69 ,482.18 ,291.39 ,124.80 ,594.11 ,584.95 ,507.75 ,421.84 ,395.89 ,751.05 ,37.56863811,126.9981855,19,1,0,1,0,49255,2911,14264,246,7001,중구,2077956.54,7,37
1839,1840,2022,5,한강대로,0.027483871,0.029580645,0.483870968,0.003225806,50.90322581,21.41935484,서울 용산구 한강대로 405 (서울역 앞),2,484.15 ,235.42 ,532.26 ,777.87 ,744.24 ,628.72 ,428.50 ,595.06 ,451.43 ,218.49 ,664.94 ,822.97 ,684.41 ,591.27 ,503.75 ,1012.22 ,37.5548376,126.9717326,26,1,0,1,0,66575,2149,15823,149,6490,용산구,1239146.6,6,13
1840,1841,2022,5,항동,0.015225806,0.041677419,0.503225806,0.002,31.58064516,13.51612903,서울 구로구 연동로 240 (푸른수목원 내),2,936.93 ,414.47 ,657.70 ,1152.63 ,1133.07 ,990.42 ,809.92 ,1089.35 ,914.57 ,397.85 ,840.00 ,1081.19 ,961.50 ,936.36 ,921.67 ,1627.56 ,37.48196844,126.8236695,24,1,1,1,0,123340,5267,15079,435,16936,구로구,695321.22,4,12
1841,1842,2022,5,행주,0.014129032,0.043,0.325806452,0.002387097,32.35483871,14,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),2,1091.00 ,1330.00 ,1577.00 ,2068.00 ,2727.00 ,2683.00 ,2369.00 ,1469.00 ,1044.00 ,1231.00 ,1285.00 ,1717.00 ,2116.00 ,2254.00 ,2204.00 ,1943.00 ,37.60908701,126.7863203,19,0,1,0,1,0,0,0,0,0,고촌읍,,,
1842,1843,2022,5,홍릉로,0.024064516,0.04083871,0.441935484,0.003258065,36.87096774,18.74193548,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),2,761.61 ,380.94 ,1115.38 ,798.64 ,890.13 ,820.32 ,683.86 ,1084.38 ,729.90 ,368.61 ,1610.90 ,832.98 ,834.85 ,803.11 ,780.81 ,1712.55 ,37.58045291,127.0443683,14,0,0,1,0,83059,3152,24159,237,12271,동대문구,535952.2,6,10.5
1843,1844,2022,5,화랑로,0.031483871,0.04083871,0.435483871,0.002870968,35.77419355,19.16129032,서울 노원구 화랑로 429 태능입구역 8번 출구,2,1061.49 ,700.21 ,969.27 ,800.08 ,953.89 ,1037.32 ,833.50 ,1278.10 ,1018.59 ,650.79 ,1055.56 ,901.41 ,1071.02 ,1204.58 ,1057.15 ,2202.93 ,37.6177942,127.0751588,19,1,0,1,0,134583,4739,15359,470,12622,노원구,467794.46,7,10.5
1844,1845,2022,6,강남구,0.016266667,0.038566667,0.296666667,0.003,22.6,12.03333333,서울 강남구 학동로 426 강남구청 별관 1동,2,1246.06 ,801.01 ,804.99 ,1126.31 ,1425.57 ,1220.74 ,664.63 ,1034.43 ,1127.29 ,705.99 ,1011.88 ,1192.26 ,1438.60 ,1046.21 ,802.92 ,1617.09 ,37.51796816,127.0470598,29,1,0,1,0,226229,4911,16001,456,15473,강남구,4870050.5,36,1323.5
1845,1846,2022,6,강남대로,0.023666667,0.0255,0.483333333,0.0019,24.9,11.66666667,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),1,1199.50 ,653.20 ,741.58 ,909.37 ,1204.92 ,1067.98 ,625.68 ,966.10 ,1125.22 ,614.09 ,830.17 ,981.92 ,1245.58 ,958.17 ,740.10 ,1501.18 ,37.48182784,127.0359572,28,1,1,1,0,156051,4088,11802,425,15980,서초구,2611032.78,25,798
1846,1847,2022,6,강동구,0.011933333,0.031933333,0.283333333,0.002166667,22.6,12.46666667,서울 강동구 구천면로 42길 59 천호1동 주민센터,2,1122.56 ,635.54 ,672.72 ,920.11 ,1133.04 ,977.01 ,851.11 ,1229.51 ,988.66 ,545.96 ,792.42 ,1019.53 ,1199.00 ,1065.95 ,1061.83 ,1910.45 ,37.54500381,127.1368198,27,0,0,1,0,132444,4439,17522,406,14994,강동구,752477.98,26,892
1847,1848,2022,6,강변북로,0.0246,0.025433333,0.503333333,0.002266667,23.96666667,12,서울 성동구 강변북로 257 한강사업본부 옆,1,679.93 ,279.06 ,935.61 ,818.45 ,830.03 ,676.35 ,541.23 ,727.21 ,638.82 ,277.67 ,1186.51 ,886.37 ,784.11 ,700.43 ,624.91 ,1210.71 ,37.53896166,127.0416039,16,1,1,1,1,91842,3070,17300,279,10797,성동구,894247.01,24,838
1848,1849,2022,6,강북구,0.009533333,0.037066667,0.293333333,0.002166667,24.1,13.13333333,서울 강북구 삼양로 139길 49 우이동 주민센터,2,739.33 ,405.91 ,714.41 ,703.44 ,841.57 ,888.37 ,734.82 ,1345.55 ,698.68 ,384.41 ,958.12 ,732.21 ,809.83 ,984.21 ,935.69 ,2206.00 ,37.64793425,127.0118697,43,0,1,1,0,63084,3237,17928,223,8642,강북구,289940.26,11,437
1849,1850,2022,6,강서구,0.013233333,0.035966667,0.353333333,0.002633333,23.46666667,12.16666667,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,2,1147.36 ,518.63 ,665.02 ,1205.86 ,1191.67 ,897.83 ,765.53 ,1162.79 ,1080.68 ,475.33 ,890.16 ,1309.06 ,1133.58 ,920.55 ,946.70 ,1869.21 ,37.54466973,126.8351791,20,0,0,1,0,178772,6255,18357,618,21363,강서구,1016439.14,22,714.5
1850,1851,2022,6,공항대로,0.020833333,0.0316,0.31,0.002366667,26.3,13.83333333,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,2,1147.36 ,518.63 ,665.02 ,1205.86 ,1191.67 ,897.83 ,765.53 ,1162.79 ,1080.68 ,475.33 ,890.16 ,1309.06 ,1133.58 ,920.55 ,946.70 ,1869.21 ,37.55964945,126.8287913,9,1,0,1,0,178772,6255,18357,618,21363,강서구,1016439.14,22,714.5
